0,0.4236
50,0.4287
100,0.4484
150,0.4282
200,0.4534
250,0.5168
300,0.5023
350,0.5212
400,0.5258
450,0.5468
0,0.5677
50,0.5994
100,0.5966
150,0.615
200,0.6052
250,0.608
